Ward,Suburb,Property_code,Park_Name,Node_ID,Node_Name,Item_ID,Item_Type,Item_Description,Latitude,Longitude,Easting,Northing,Equipment_ID
ENOGGERA,KEPERRA,D0151,OXFORD GROVE PARK,B-RE-1747-N005,BALANCE OF PARK,148358,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3983,152.962,496209,6969450,200541799
ENOGGERA,KEPERRA,D0151,OXFORD GROVE PARK,B-RE-1747-N006,DAWSON PDE BUSHCARE GP RESTORATION SITE,148396,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3982,152.964,496450,6969460,200541822
ENOGGERA,KEPERRA,D0151,OXFORD GROVE PARK,B-RE-1747-N007,WEST ARANA HILLS RUGBY LEAGUE FACILITY,148402,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3989,152.961,496184,6969380,200541828
ENOGGERA,KEPERRA,D0151,OXFORD GROVE PARK,B-RE-1747-N007,WEST ARANA HILLS RUGBY LEAGUE FACILITY,148403,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3987,152.961,496178,6969410,200541829
ENOGGERA,KEPERRA,D0151,OXFORD GROVE PARK,B-RE-1747-N007,WEST ARANA HILLS RUGBY LEAGUE FACILITY,148530,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3986,152.962,496201,6969420,200541950
THE GAP,UPPER KEDRON,D0150,UPPER KEDRON RECREATION RESERVE,B-RE-1748-N003,UPPER KEDRON RD PICNIC AREA,121879,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4102,152.923,492421,6968130,200526972
THE GAP,UPPER KEDRON,D0150,UPPER KEDRON RECREATION RESERVE,B-RE-1748-N003,UPPER KEDRON RD PICNIC AREA,121881,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4099,152.923,492437,6968160,200526974
THE GAP,UPPER KEDRON,D0150,UPPER KEDRON RECREATION RESERVE,B-RE-1748-N005,CHAROLAIS CRES DOG OFF LEASH AREA,51071,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4122,152.923,492426,6967900,200489069
THE GAP,UPPER KEDRON,D0150,UPPER KEDRON RECREATION RESERVE,B-RE-1748-N005,CHAROLAIS CRES DOG OFF LEASH AREA,53372,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4114,152.924,492438,6967990,100125907
THE GAP,UPPER KEDRON,D0150,UPPER KEDRON RECREATION RESERVE,B-RE-1748-N005,CHAROLAIS CRES DOG OFF LEASH AREA,121873,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4114,152.923,492433,6967990,200526966
THE GAP,UPPER KEDRON,D0150,UPPER KEDRON RECREATION RESERVE,B-RE-1748-N007,UPPER KEDRON REC RES SHARED PATHWAY NETWORK,121796,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4113,152.923,492341,6968000,200526889
THE GAP,UPPER KEDRON,D0150,UPPER KEDRON RECREATION RESERVE,B-RE-1748-N008,UPPER KEDRON RD DISTRICT PLAYGROUND,121864,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.41,152.923,492412,6968150,200526957
THE GAP,UPPER KEDRON,D0150,UPPER KEDRON RECREATION RESERVE,B-RE-1748-N009,UPPER KEDRON LANDFILL (CLOSED),121795,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4112,152.923,492409,6968010,200526888
ENOGGERA,KEPERRA,D0149,HEINER PARK,B-RE-1749-N004,LESINA ST PLAYGROUND,149064,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.405,152.965,496584,6968710,200542342
THE GAP,FERNY GROVE,D0148,FERNY GROVE PICNIC GROUND PARK,B-RE-1750-N003,SAMFORD RD SKATE FACILITY & HALF COURT,40230,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4027,152.938,493917,6968960,200485523
THE GAP,FERNY GROVE,D0148,FERNY GROVE PICNIC GROUND PARK,B-RE-1750-N004,THE BOB CASSIMATY PICNIC AREA,81262,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4021,152.938,493890,6969030,100093531
ENOGGERA,KEPERRA,D0147,CAMOOLA STREET PARK,B-RE-1751-N001,BALANCE OF PARK,17182,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4102,152.944,494507,6968130,200476337
ENOGGERA,KEPERRA,D0146,SILVERTOP STREET PARK,B-RE-1752-N002,SILVERTOP ST PLAYGROUND,149067,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4111,152.955,495545,6968020,200542345
THE GAP,THE GAP,D0141,ALFRED & LUCINDA BEST PARK,B-RE-1757-N003,ALFRED & LUCINDA BEST PK HALF COURT & BMX CIRCUIT,88709,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4488,152.954,495431,6963860,200508755
THE GAP,THE GAP,D0140,PATEN PARK,B-RE-1758-N001,PATEN PK PLAYGROUND,17059,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4516,152.953,495391,6963540,200476282
THE GAP,THE GAP,D0140,PATEN PARK,B-RE-1758-N006,PATEN PK DOG OFF LEASH AREA,30689,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.4521,152.952,495298,6963490,200480860
THE GAP,THE GAP,D0140,PATEN PARK,B-RE-1758-N006,PATEN PK DOG OFF LEASH AREA,52744,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4517,152.953,495342,6963530,200489436
ENOGGERA,MITCHELTON,D0139,MCCONAGHY STREET PARK (NOS.171-235),B-RE-1759-N002,MCCONAGHY ST SHARED PATHWAY,151132,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4028,152.978,497843,6968950,200543446
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N001,MURPHY RD ENTRANCE PICNIC AREA,153336,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.378,153.03,502949,6971700,200545111
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N001,MURPHY RD ENTRANCE PICNIC AREA,153342,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3779,153.03,502937,6971710,200545117
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N006,ELLISON RD PLAYGROUND,43660,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.3733,153.025,502502,6972210,200487089
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N009,BALANCE OF PARK,20584,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3753,153.03,502986,6972000,200477526
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N009,BALANCE OF PARK,43665,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.3734,153.028,502756,6972210,200487092
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N009,BALANCE OF PARK,153254,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.377,153.03,502961,6971810,200545035
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N010,MURPHY RD DOG OFF LEASH AREA,45742,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3772,153.03,502982,6971780,200488208
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N012,WAREHOUSE CRICKET FACILITY,153132,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3758,153.031,503043,6971940,200544929
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N012,WAREHOUSE CRICKET FACILITY,153191,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3763,153.029,502818,6971880,200544983
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N012,WAREHOUSE CRICKET FACILITY,153198,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3766,153.032,503127,6971860,200544989
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N012,WAREHOUSE CRICKET FACILITY,153217,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3752,153.033,503251,6972000,200545005
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N012,WAREHOUSE CRICKET FACILITY,153221,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3756,153.034,503369,6971960,200545009
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N012,WAREHOUSE CRICKET FACILITY,153222,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3743,153.033,503291,6972100,200545010
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N012,WAREHOUSE CRICKET FACILITY,153233,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3741,153.032,503151,6972130,200545018
MARCHANT,ASPLEY,D0227,MARCHANT PARK,B-RE-1761-N012,WAREHOUSE CRICKET FACILITY,153442,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3739,153.03,503013,6972150,200545211
BRACKEN RIDGE,ZILLMERE,D0224,LEN TREZONA PARK,B-RE-1764-N003,LEN TREZONA PK PLAYGROUND,152655,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3635,153.037,503633,6973310,200544546
BRACKEN RIDGE,ASPLEY,D0222,FRED CAMPBELL PARK,B-RE-1766-N002,BALANCE OF PARK,20441,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3581,153.021,502089,6973910,200477472
BRACKEN RIDGE,BALD HILLS,D0219,JOHN STEWART MEMORIAL PARK,B-RE-1768-N001,JOHN STEWART MEMORIAL PK PLAYGROUND,42851,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3263,153.009,500905,6977430,200486773
BRACKEN RIDGE,BALD HILLS,D0219,JOHN STEWART MEMORIAL PARK,B-RE-1768-N002,JOHN STEWART MEMORIAL PK REBOUND WALL,52073,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.3259,153.009,500911,6977470,100088793
BRACKEN RIDGE,BALD HILLS,D0219,JOHN STEWART MEMORIAL PARK,B-RE-1768-N004,BALANCE OF PARK,43056,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3268,153.009,500861,6977360,200486822
BRACKEN RIDGE,CARSELDINE,D0217,ASPLEY REST PARK,B-RE-1770-N002,GRAHAM RD PLAYGROUND,143087,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3558,153.015,501520,6974150,200539391
MARCHANT,CHERMSIDE WEST,D0216,FREDERICK ANNAND PARK,B-RE-1771-N004,FREDERICK ANNAND PK PICNIC AREA,48144,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.379,153.019,501834,6971580,200488635
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N004,DUNDALLI ST (CHERSTON ST) ACTIVITY SPACE,41610,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3884,153.014,501393,6970550,200486205
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N004,DUNDALLI ST (CHERSTON ST) ACTIVITY SPACE,190478,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3887,153.015,501465,6970510,200568247
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N005,HUXTABLE PK BIKEWAY NETWORK.,31669,BUBBLER/DRINKING FOUNTAIN,SMALL DRINK FOUNTAIN FOR KIDS,-27.3878,153.019,501830,6970610,200481407
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N005,HUXTABLE PK BIKEWAY NETWORK.,190432,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.388,153.014,501402,6970580,200568208
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N005,HUXTABLE PK BIKEWAY NETWORK.,190435,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3882,153.015,501452,6970560,200568209
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N005,HUXTABLE PK BIKEWAY NETWORK.,190496,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3884,153.017,501655,6970540,200568262
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N005,HUXTABLE PK BIKEWAY NETWORK.,190581,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.387,153.019,501842,6970700,200568338
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N005,HUXTABLE PK BIKEWAY NETWORK.,190615,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3881,153.017,501638,6970580,200568372
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N005,HUXTABLE PK BIKEWAY NETWORK.,190675,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3882,153.016,501554,6970570,200568430
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N006,HUXTABLE PARK RAINFOREST,31668,BUBBLER/DRINKING FOUNTAIN,SMALL DRINK FOUNTAIN FOR KIDS,-27.3876,153.017,501711,6970630,200481406
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N009,BALANCE OF PARK,190484,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3888,153.015,501524,6970500,200568251
MARCHANT,CHERMSIDE WEST,D0214,HUXTABLE PARK,B-RE-1773-N009,BALANCE OF PARK,190587,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.387,153.018,501778,6970700,200568344
MCDOWALL,CHERMSIDE WEST,D0213,MELALEUCA GREEN PARK,B-RE-1774-N004,SHELGATE ST PLAYGROUND,14851,BUBBLER/DRINKING FOUNTAIN,BUBBLER TAP,-27.3866,153.009,500908,6970740,200475527
MARCHANT,STAFFORD HEIGHTS,D0212,ALDREN STREET PARK,B-RE-1775-N001,BALANCE OF PARK,151781,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.396,153.012,501197,6969710,200543905
MARCHANT,STAFFORD HEIGHTS,D0210,BROULA PARK,B-RE-1777-N002,BROULA PK PLAYGROUND,151799,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4036,153.021,502057,6968860,200543918
CENTRAL,BRISBANE CITY,D0093,CATHEDRAL SQUARE,B-RE-1779-N004,CATHEDRAL SQUARE,82402,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4633,153.03,502919,6962250,200505532
MORNINGSIDE,NORMAN PARK,D0046,WILSON PARK,B-RE-1780-N003,WILSON PK PICNIC AREA,849,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4769,153.058,505685,6960740,200470536
MORNINGSIDE,MORNINGSIDE,D0044,JOYCE WHITE PARK,B-RE-1782-N002,BALANCE OF PARK,24274,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4676,153.071,506975,6961770,200478745
DOBOY,TINGALPA,D0040,KIANAWAH PARK,B-RE-1785-N005,WYNNUM RD DOG OFF LEASH AREA,29883,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.4754,153.126,512451,6960900,200480536
DOBOY,TINGALPA,D0040,KIANAWAH PARK,B-RE-1785-N007,BALANCE OF PARK,38478,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4767,153.125,512368,6960760,200484528
DOBOY,TINGALPA,D0040,KIANAWAH PARK,B-RE-1785-N007,BALANCE OF PARK,176219,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4754,153.124,512268,6960900,200557995
DOBOY,TINGALPA,D0040,KIANAWAH PARK,B-RE-1785-N008,KIANAWAH PK EASTERN PICNIC AREA (WYNNUM RD),176228,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4755,153.126,512434,6960890,200558003
MORNINGSIDE,BULIMBA,D0039,VIC LUCAS PARK,B-RE-1786-N004,BALANCE OF PARK,42524,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4437,153.052,505102,6964420,200486631
MORNINGSIDE,HAWTHORNE,D0037,HAWTHORNE PARK,B-RE-1788-N002,HAWTHORNE PK CIRCUIT PATH,164084,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4639,153.06,505960,6962180,200550355
MORNINGSIDE,HAWTHORNE,D0037,HAWTHORNE PARK,B-RE-1788-N009,HAWTHORNE PK ALL ABILITIES PLAYGROUND,164082,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.4646,153.064,506300,6962100,200550354
MORNINGSIDE,HAWTHORNE,D0036,HARDCASTLE PARK,B-RE-1789-N001,HARDCASTLE PK PLAYGROUND & BASKETBALL KEY,44063,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4603,153.054,505300,6962580,200487221
WYNNUM MANLY,WYNNUM,D0002,GREENE PARK,B-RE-1790-N003,GREENE PK PLAYGROUND,48463,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4357,153.173,517131,6965290,200488706
DOBOY,HEMMANT,D0031,HEMMANT RECREATION RESERVE,B-RE-1792-N005,HEMMANT REC RES PICNIC AREA,123076,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4504,153.126,512412,6963670,200528096
MORNINGSIDE,BULIMBA,D0030,BULIMBA MEMORIAL PARK,B-RE-1793-N002,BULIMBA MEMORIAL PK PLAYGROUND,43952,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4515,153.058,505752,6963560,200487174
MORNINGSIDE,BALMORAL,D0027,QUINN'S STREET PARK,B-RE-1795-N004,QUINN ST DOG OFF LEASH AREA,196412,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,-27.458,153.071,506996,6962830,100262933
MORNINGSIDE,BALMORAL,D0027,QUINN'S STREET PARK,B-RE-1795-N004,QUINN ST DOG OFF LEASH AREA,196417,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP WITH BOWL,-27.458,153.071,507004,6962840,100262938
MARCHANT,STAFFORD,D0024,KEITH PAYNE PARK,B-RE-1798-N004,KEITH PAYNE PK PLAYGROUND,13319,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4095,153.022,502148,6968210,200474999
TENNYSON,FAIRFIELD,D0023,ROBINSON PARK (FAIRFIELD),B-RE-1799-N001,ROBINSON PK PLAYGROUND,13302,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5082,153.023,502298,6957270,200474992
TENNYSON,FAIRFIELD,D0023,ROBINSON PARK (FAIRFIELD),B-RE-1799-N003,BALANCE OF PARK,13303,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5082,153.024,502390,6957280,200474993
TENNYSON,FAIRFIELD,D0023,ROBINSON PARK (FAIRFIELD),B-RE-1799-N004,ROBINSON PK SHARED PATHWAY,174393,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5095,153.023,502311,6957130,200557243
TENNYSON,FAIRFIELD,D0022,J.F. O'GRADY MEMORIAL PARK,B-RE-1800-N001,J.F. O'GRADY PK SKATE FACILITY,174318,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5076,153.024,502387,6957340,200557179
MARCHANT,LUTWYCHE,D0020,W. A. JOLLY PARK,B-RE-1802-N002,BALANCE OF PARK,25596,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.424,153.03,502979,6966600,200479086
HAMILTON,HENDRA,D0019,THE BEIRNE PARK,B-RE-1803-N001,THE BEIRNE PK PICNIC AREA,89933,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4191,153.069,506817,6967150,200509365
HAMILTON,HENDRA,D0019,THE BEIRNE PARK,B-RE-1803-N001,THE BEIRNE PK PICNIC AREA,89934,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4191,153.069,506844,6967140,200509366
HAMILTON,HENDRA,D0019,THE BEIRNE PARK,B-RE-1803-N001,THE BEIRNE PK PICNIC AREA,182258,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.419,153.069,506818,6967160,200561183
ENOGGERA,MITCHELTON,D0017,FENWICK PARK,B-RE-1805-N006,FENWICK PK PICNIC AREA,6576,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4121,152.971,497147,6967920,200472618
NORTHGATE,WAVELL HEIGHTS,D0016,RILATT PARK,B-RE-1806-N001,RILATT PK PICNIC AREA,151513,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3922,153.048,504744,6970130,200543774
WALTER TAYLOR,INDOOROOPILLY,D0015,KEATING PARK,B-RE-1807-N002,KEATING PK PLAYGROUND,100108594,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4997,152.975,497504,6958220,100108594
WALTER TAYLOR,INDOOROOPILLY,D0015,KEATING PARK,B-RE-1807-N003,KEATING PK PICNIC AREA,119746,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4997,152.974,497426,6958220,200525110
WALTER TAYLOR,INDOOROOPILLY,D0015,KEATING PARK,B-RE-1807-N004,BALANCE OF PARK,6516,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4999,152.975,497562,6958200,200472602
MCDOWALL,STAFFORD,D0013,KEONG PARK,B-RE-1809-N010,KEONG PK BASKETBALL COURT & ACTIVITY SPACE,124040,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4075,153.006,500574,6968430,200528767
MOOROOKA,OXLEY,D0012,CAWONGA PARK,B-RE-1810-N001,CAWONGA PK PLAYGROUND,85851,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5542,152.976,497587,6952180,200507699
MOOROOKA,OXLEY,D0012,CAWONGA PARK,B-RE-1810-N001,CAWONGA PK PLAYGROUND,85852,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5544,152.975,497557,6952160,200507700
TENNYSON,CORINDA,D0011,GEORGE SCARLETT PARK,B-RE-1811-N003,CLIVEDEN AVE PLAYGROUND,6350,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5498,152.985,498501,6952670,200472552
TENNYSON,CORINDA,D0011,GEORGE SCARLETT PARK,B-RE-1811-N004,PRATTEN ST DOG OFF LEASH AREA,30705,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.5483,152.985,498479,6952830,200480864
TENNYSON,GRACEVILLE,D0010,FAULKNER PARK,B-RE-1812-N002,BALANCE OF PARK,6315,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5186,152.986,498611,6956120,200472542
TENNYSON,GRACEVILLE,D0010,FAULKNER PARK,B-RE-1812-N002,BALANCE OF PARK,31007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5181,152.984,498450,6956180,200481019
TENNYSON,GRACEVILLE,D0010,FAULKNER PARK,B-RE-1812-N003,LEYBOURNE ST PLAYGROUND,25696,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5177,152.986,498576,6956230,200479119
TENNYSON,GRACEVILLE,D0010,FAULKNER PARK,B-RE-1812-N005,WARATAH AVE DOG OFF LEASH AREA,29879,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5182,152.986,498637,6956160,200480534
TENNYSON,GRACEVILLE,D0010,FAULKNER PARK,B-RE-1812-N005,WARATAH AVE DOG OFF LEASH AREA,34093,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5188,152.986,498624,6956100,200482233
DEAGON,ZILLMERE,D0008,MUNGO SCOTT PARK,B-RE-1813-N002,MUNGO SCOTT PK PLAYGROUND,108358,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3532,153.039,503835,6974440,200517455
WYNNUM MANLY,WYNNUM,D0006,KITCHENER PARK,B-RE-1815-N002,BALANCE OF PARK,163817,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4441,153.167,516478,6964370,200550138
WYNNUM MANLY,WYNNUM WEST,D0003,PRIMROSE PARK,B-RE-1818-N004,PRIMROSE PK PICNIC AREA,26718,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4412,153.157,515558,6964690,200479344
MORNINGSIDE,CANNON HILL,D0033,REGENT PARK,B-RE-1819-N004,REGENT PK PLAYGROUND & HALF COURT,18616,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.468,153.081,507958,6961730,200476865
CENTRAL,BRISBANE CITY,D0092,KING EDWARD PARK,B-RE-1821-N001,KING EDWARD PK SCULPTURE PARK,70020,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP NEAR CHESS PAVEMENT,-27.4658,153.024,502340,6961970,200501246
CENTRAL,BRISBANE CITY,D0092,KING EDWARD PARK,B-RE-1821-N001,KING EDWARD PK SCULPTURE PARK,70020,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP NEAR CHESS PAVEMENT,-27.4658,153.024,502341,6961970,200501246
CENTRAL,BRISBANE CITY,D0092,KING EDWARD PARK,B-RE-1821-N001,KING EDWARD PK SCULPTURE PARK,70023,BUBBLER/DRINKING FOUNTAIN,BUBBLER & ANTI-VANDAL TAP NEAR JACOBS LA,-27.4659,153.024,502408,6961960,200501249
THE GABBA,KANGAROO POINT,D0090,C.T.WHITE PARK,B-RE-1822-N003,BALANCE OF PARK,122203,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.47,153.034,503401,6961500,200527288
THE GABBA,KANGAROO POINT,D0090,C.T.WHITE PARK,B-RE-1822-N007,THE CLIFFS BOARDWALK (NAVAL STORES TO THORNTON ST),122224,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4712,153.034,503394,6961380,200527309
CENTRAL,NEW FARM,D0089,WILSON OUTLOOK RESERVE,B-RE-1823-N002,BALANCE OF PARK,45727,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.463,153.039,503813,6962280,200488197
CENTRAL,NEW FARM,D0089,WILSON OUTLOOK RESERVE,B-RE-1823-N002,BALANCE OF PARK,118384,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4635,153.039,503868,6962230,200524035
CENTRAL,BOWEN HILLS,D0087,BOWEN PARK,B-RE-1825-N004,BOWEN PK FORMAL GARDENS,1617,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4491,153.029,502887,6963820,200470808
CENTRAL,BOWEN HILLS,D0087,BOWEN PARK,B-RE-1825-N004,BOWEN PK FORMAL GARDENS,34592,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4489,153.029,502899,6963850,200482435
